d       s       a       m_i   
877     13      2607    1 1 5 3 25 27 125 53 243 567 609 3487 7285 
878     13      2612    1 1 7 1 17 37 47 17 237 193 841 961 6999 
879     13      2619    1 1 3 7 3 23 119 37 467 1007 751 2277 7899 
880     13      2621    1 1 5 3 21 59 11 233 371 115 117 2933 6779 
881     13      2627    1 3 1 13 27 9 117 123 477 295 1725 145 7719 
882     13      2633    1 1 7 15 11 23 69 157 345 709 1429 3833 1709 
883     13      2636    1 1 5 15 25 41 17 95 377 287 171 2513 669 
884     13      2642    1 3 1 1 3 27 3 131 115 181 1821 1729 1185 
885     13      2654    1 1 1 5 29 33 73 227 289 547 615 3167 6743 
886     13      2660    1 3 3 9 11 25 91 131 431 1005 569 2459 4025 
887     13      2669    1 1 1 7 7 3 19 251 113 819 1209 555 6719 
888     13      2675    1 3 5 13 17 41 77 93 263 111 1825 1929 5175 
889     13      2684    1 3 1 3 11 7 65 111 227 737 111 3791 4469 
890     13      2694    1 1 7 9 13 27 57 95 329 63 1299 1597 2721 
891     13      2703    1 1 3 11 3 17 125 207 473 279 1765 3383 5283 
892     13      2706    1 1 3 9 15 47 45 133 215 313 1263 899 883 
893     13      2712    1 3 7 5 31 23 47 143 397 207 761 807 4869 
894     13      2715    1 3 3 13 7 37 59 95 135 305 379 1829 1405 
895     13      2722    1 3 1 3 19 13 83 65 229 987 435 3 5697 
896     13      2727    1 1 5 7 15 39 21 211 287 775 607 541 3859 
897     13      2734    1 3 1 5 1 19 69 31 193 3 1641 3905 1577 
898     13      2742    1 1 5 1 13 13 89 229 237 923 1449 1393 5441 
899     13      2745    1 3 5 13 31 33 87 117 323 439 1569 3769 5521 
900     13      2751    1 1 3 3 3 31 103 147 333 595 807 2745 4481 
901     13      2766    1 3 3 3 13 63 107 79 355 353 1461 1177 653 
902     13      2768    1 1 5 5 23 11 107 39 47 135 121 3855 5541 
903     13      2780    1 3 1 15 15 9 13 87 265 987 321 3069 649 
904     13      2790    1 3 7 13 19 17 29 35 383 81 1633 2835 3141 
905     13      2794    1 3 5 1 17 63 63 211 473 449 713 689 3169 
906     13      2796    1 3 5 7 21 19 81 79 387 299 1351 1761 4497 
907     13      2801    1 1 1 15 19 1 109 157 389 199 1243 3847 2419 
908     13      2804    1 3 1 15 23 45 37 251 69 735 1029 3181 1303 
909     13      2807    1 3 1 13 13 15 15 155 289 435 1653 203 7653 
910     13      2816    1 3 3 5 25 43 59 15 299 693 179 1139 1299 
911     13      2821    1 3 7 7 5 27 15 193 111 527 1545 3583 5149 
912     13      2831    1 3 5 13 3 53 69 81 271 293 1629 3459 6769 
913     13      2834    1 1 7 11 21 49 97 157 377 601 601 3757 245 
914     13      2839    1 3 7 13 25 5 13 137 199 857 1647 3037 941 
915     13      2845    1 1 3 3 15 47 111 99 371 885 651 1773 7413 
916     13      2852    1 3 7 3 27 41 37 221 503 271 953 3235 4073 
917     13      2856    1 1 3 5 31 43 21 217 451 455 1099 2267 6611 
918     13      2861    1 3 7 15 25 51 89 25 193 597 1767 3147 1551 
919     13      2873    1 3 7 9 17 23 45 167 431 917 599 1545 2337 
920     13      2874    1 1 3 13 29 57 111 127 283 545 2043 3587 7581 
921     13      2888    1 1 7 7 15 13 57 205 35 363 925 229 3031 
922     13      2893    1 3 3 1 23 15 127 223 85 573 851 2025 1121 
923     13      2894    1 3 7 5 11 37 115 153 239 175 947 2047 1881 
924     13      2902    1 3 3 13 7 27 33 133 43 903 847 2823 2789 
925     13      2917    1 1 5 1 27 41 109 207 91 359 453 3955 8153 
926     13      2921    1 1 3 3 27 3 69 241 153 91 865 2263 1931 
927     13      2922    1 3 3 11 23 51 7 217 119 563 1443 1387 1279 
928     13      2929    1 3 1 9 13 37 37 17 257 393 1419 3563 6515 
929     13      2935    1 3 7 9 5 29 59 197 451 797 1375 1123 7409 
930     13      2946    1 3 5 7 1 9 87 73 211 421 1755 2113 329 
931     13      2951    1 3 7 11 11 37 65 213 43 143 819 461 5765 
932     13      2957    1 1 1 5 3 29 113 25 475 25 1949 1009 3457 
933     13      2960    1 3 5 3 9 17 59 47 121 153 791 3615 3255 
934     13      2966    1 1 3 13 15 25 1 123 461 57 3 343 5259 
935     13      2972    1 3 1 11 11 47 101 13 45 625 1385 3897 5437 
936     13      2976    1 3 7 13 7 1 113 35 497 635 1649 3991 3473 
937     13      2979    1 1 3 9 31 19 63 113 193 847 157 1583 1911 
938     13      2985    1 3 3 7 15 49 39 235 13 929 39 1189 5115 
939     13      3000    1 3 5 1 3 63 71 185 457 919 63 949 5003 
940     13      3003    1 3 3 11 9 13 115 235 105 727 1561 1339 6851 
941     13      3013    1 1 7 13 15 19 37 221 227 395 267 1319 7231 
942     13      3018    1 3 1 11 7 41 17 119 183 123 47 2291 6965 
943     13      3020    1 1 1 11 5 25 65 71 239 703 187 2095 7111 
944     13      3025    1 3 3 7 27 51 71 125 217 895 283 177 7251 
945     13      3042    1 1 1 1 3 13 103 113 17 725 1855 1885 6271 
946     13      3047    1 1 5 7 27 13 17 223 225 481 361 3997 6559 
947     13      3048    1 1 7 1 7 57 113 193 417 739 1149 1841 6687 
948     13      3051    1 1 1 7 15 7 25 53 331 843 1927 1901 2265 
949     13      3054    1 1 1 11 1 61 9 235 137 1005 121 125 5349 
950     13      3056    1 1 7 3 13 25 61 129 443 621 973 1049 7769 
951     13      3065    1 1 3 5 9 61 21 129 277 981 375 2155 6759 
952     13      3073    1 3 5 15 27 61 83 63 83 181 1809 11 6873 
953     13      3074    1 1 1 1 19 17 55 113 237 845 619 3029 7077 
954     13      3083    1 3 1 9 29 61 119 235 151 899 503 3203 8043 
955     13      3086    1 1 5 3 29 7 123 21 377 815 879 3845 2445 
956     13      3091    1 1 5 7 1 27 7 109 319 165 965 3623 4141 
957     13      3097    1 1 7 15 27 9 17 219 75 413 551 3431 7559 
958     13      3109    1 3 1 3 17 1 79 103 203 465 1227 859 8035 
959     13      3116    1 3 7 7 1 39 33 185 257 25 1889 1797 5007 
960     13      3124    1 1 7 11 21 35 87 223 45 589 1761 3315 5801 
961     13      3128    1 1 3 9 31 15 127 41 385 593 1617 2029 2429 
962     13      3153    1 3 3 15 5 61 5 255 505 527 7 741 4645 
963     13      3160    1 3 1 5 1 7 19 59 461 615 771 715 5519 
964     13      3165    1 3 1 15 27 7 71 217 497 43 167 2643 409 
965     13      3172    1 1 5 13 17 45 109 193 231 159 1257 3623 1587 
966     13      3175    1 3 3 1 31 45 127 135 157 391 257 2183 1155 
967     13      3184    1 3 7 1 3 27 101 73 65 165 1231 945 3893 
968     13      3193    1 1 7 1 19 63 19 1 283 965 521 1713 5153 
969     13      3196    1 1 1 5 5 31 95 61 207 297 873 2005 7523 
970     13      3200    1 3 5 3 7 23 31 95 83 587 1721 3643 6451 
971     13      3203    1 1 1 1 7 43 29 21 299 79 1831 281 385 
972     13      3205    1 3 7 13 15 23 35 217 285 851 1435 3171 7131 
973     13      3209    1 1 3 15 1 57 43 205 287 549 1785 2601 911 
974     13      3224    1 1 3 5 17 3 103 25 471 163 595 1215 2159 
975     13      3239    1 3 3 15 9 53 97 31 265 237 1053 135 3151 
976     13      3251    1 3 5 5 21 49 25 241 37 757 1187 2883 4709 
977     13      3254    1 1 3 13 31 1 105 163 151 451 463 1185 5321 
978     13      3265    1 1 1 9 31 35 89 9 203 149 987 1939 6595 
979     13      3266    1 1 5 5 29 39 45 191 141 387 1457 1229 5791 
980     13      3275    1 3 3 1 13 63 13 91 271 825 1035 3217 7145 
981     13      3280    1 3 5 7 17 45 63 137 135 965 1711 1529 3257 
982     13      3283    1 1 7 5 13 53 63 185 67 675 1933 1995 6345 
983     13      3286    1 3 1 11 23 43 123 87 201 147 1751 2417 3007 
984     13      3301    1 3 7 5 23 59 69 95 125 761 891 165 653 
985     13      3302    1 3 3 13 29 23 23 167 313 599 1827 3115 1085 
986     13      3305    1 3 1 5 25 5 45 107 71 241 1527 3157 679 
987     13      3319    1 3 3 11 11 37 109 153 243 1005 767 1337 1825 
988     13      3323    1 1 1 11 7 49 39 119 453 397 1557 953 285 
989     13      3326    1 3 5 13 13 41 121 183 493 445 89 3855 327 
990     13      3331    1 1 7 11 23 25 123 113 61 563 505 2423 5321 
991     13      3348    1 3 7 5 11 49 63 225 157 37 597 2291 7963 
992     13      3351    1 1 3 13 23 49 47 139 315 725 841 2631 2523 
993     13      3358    1 3 1 13 19 51 81 97 277 743 1209 757 7959 
994     13      3368    1 3 5 9 21 47 109 221 345 925 205 2113 3217 
995     13      3374    1 3 7 5 7 5 15 5 495 783 23 1705 7095 
996     13      3376    1 3 3 9 21 41 39 89 447 997 1869 701 2135 
997     13      3379    1 1 1 13 31 23 103 27 439 791 1321 2163 1331 
998     13      3385    1 1 5 13 31 17 57 135 331 279 1235 3939 6241 
999     13      3386    1 3 7 11 31 59 57 155 233 415 261 1007 469 
1000    13      3396    1 1 1 13 21 9 27 109 189 187 1895 627 8037 
1001    13      3420    1 1 3 7 3 3 3 203 243 113 1423 3697 155 
1002    13      3423    1 3 5 7 23 53 73 91 101 257 1371 711 2397 
1003    13      3430    1 3 1 9 23 9 13 87 9 949 1771 3037 4639 
1004    13      3433    1 1 3 1 29 25 115 239 67 271 451 335 6359 
1005    13      3434    1 1 1 9 27 35 21 37 7 259 1147 1697 4207 
1006    13      3439    1 1 5 11 11 57 97 235 281 989 95 3713 4463 
1007    13      3442    1 1 7 3 19 49 41 33 185 411 1017 2187 6057 
1008    13      3444    1 3 7 15 5 9 31 87 271 609 19 2337 5283 
1009    13      3453    1 3 7 9 3 7 73 147 393 421 769 1061 5069 
1010    13      3464    1 1 5 11 29 37 47 209 355 407 1215 2977 1321 
1011    13      3477    1 3 7 1 5 41 115 1 189 719 1925 3711 5005 
1012    13      3478    1 3 5 11 19 35 53 63 131 295 1231 3075 6537 
1013    13      3482    1 1 7 11 9 17 73 41 305 423 1231 509 8121 
1014    13      3487    1 1 1 5 29 55 85 53 509 929 1133 2249 3373 
1015    13      3497    1 1 1 15 25 35 71 247 147 599 1129 549 7129 
1016    13      3500    1 3 5 7 1 53 89 23 129 283 1209 445 6179 
1017    13      3505    1 1 1 1 9 11 75 33 485 333 2023 2791 3065 
1018    13      3506    1 3 3 7 3 39 65 171 89 143 1061 2949 193 
1019    13      3511    1 1 7 9 23 63 63 29 219 57 1039 2657 533 
1020    13      3512    1 1 5 7 27 19 3 147 153 899 1795 3413 5893 
1021    13      3515    1 1 1 15 3 55 23 143 445 481 9 2399 5859 
1022    13      3525    1 1 5 11 11 41 83 197 501 295 1975 2589 4069 
1023    13      3532    1 3 3 3 21 7 59 165 383 433 1077 3017 3343 
1024    13      3538    1 1 5 7 15 41 9 103 463 793 1031 695 5289 
